arm,policy_label,metric,policy,threshold,drop_truncated,conf,n_policies_reais,tp,fp,fn,precision,recall,f1,n_images,gt_total,pred_total,MAE,RMSE,MAPE,bias,bias_rel,R2,fit_r2,slope,intercept,latency_total_ms,latency_merge_ms,n_tiles,fold
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.37,24,3225,1059,3247,0.7528011204481793,0.49830037082818296,0.5996653030866493,66,6472.0,4284.0,33.666666666666664,35.28069263389358,0.34916009013547,-33.15151515151515,-0.3380716934487021,-5.484101965549076,0.49002100337030297,0.8393502064089624,-17.39809902846677,59.13574908208102,3.7417999701574445,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.38,24,3187,1026,3285,0.756468075005934,0.4924289245982695,0.5965372016846046,66,6472.0,4213.0,34.71212121212121,36.25185470699354,0.3595625102886837,-34.22727272727273,-0.34904202719406674,-5.845987342801517,0.4857924650038551,0.8194053125792272,-16.51804822746607,58.89965025475249,3.4504499926697463,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.39,24,3147,990,3325,0.7606961566352429,0.48624845488257107,0.593269865208785,66,6472.0,4137.0,35.803030303030305,37.34625047099674,0.37063757786036833,-35.378787878787875,-0.3607849196538937,-6.265569167332373,0.48193341229568454,0.8129021147949543,-17.031855862923436,58.63505026791245,3.440799977397546,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.4,24,3091,951,3381,0.7647204354280059,0.4775957972805933,0.5879779341829942,66,6472.0,4042.0,37.18181818181818,38.67855094274219,0.38447770909271906,-36.81818181818182,-0.37546353522867737,-6.793203572334024,0.47845805377442385,0.7955187968486159,-16.766631109155213,58.73364985687658,3.417399973841384,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.41,24,3055,908,3417,0.7708806459752713,0.47203337453646477,0.5855294681360804,66,6472.0,3963.0,38.34848484848485,39.82024001875824,0.39639733129837285,-38.015151515151516,-0.3876699629171817,-7.260063333827631,0.4750309439504784,0.7885563809788045,-17.280862086285207,58.71375082945451,3.1975499587133527,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.42,24,3001,872,3471,0.774851536276788,0.46368974042027195,0.5801836636056065,66,6472.0,3873.0,39.68181818181818,41.11495341040038,0.41003588787345624,-39.378787878787875,-0.40157601977750307,-7.805930131881693,0.4709241416413774,0.7769898254492923,-17.510275004663978,58.645850942702964,3.261150006437674,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.43,24,2955,841,3517,0.7784510010537408,0.4565822002472188,0.5755746007012077,66,6472.0,3796.0,40.81818181818182,42.235630513211056,0.42191608583901075,-40.54545454545455,-0.4134734239802225,-8.292521920488301,0.4720683457364787,0.7800417123094366,-18.976211546464775,58.98089884989895,3.5505499690771103,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.44,24,2905,805,3567,0.7830188679245284,0.4488566131025958,0.5706148104498133,66,6472.0,3710.0,42.121212121212125,43.54203820343153,0.4351550743674724,-41.84848484848485,-0.426761433868974,-8.876274210599327,0.4557852019449167,0.7645096172704269,-18.756155196578867,58.256750432541594,3.017849987372756,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.45,24,2864,772,3608,0.7876787678767877,0.44252163164400493,0.5666798575385833,66,6472.0,3636.0,43.18181818181818,44.58767325237555,0.4462204438422847,-42.96969696969697,-0.43819530284301605,-9.356314966204419,0.46159177645577754,0.7651003822033859,-19.935298085156294,58.30029912176542,2.8087000246159732,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.46,24,2826,730,3646,0.7947131608548932,0.43665018541409145,0.563621858795373,66,6472.0,3556.0,44.36363636363637,45.76123806335345,0.45803563501336303,-44.18181818181818,-0.4505562422744129,-9.908653869151546,0.45031116168719953,0.7430674811409658,-18.986859665823207,58.05000029900111,2.8081499913241714,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.47,24,2789,708,3683,0.7975407492136116,0.43093325092707047,0.5595345571270941,66,6472.0,3497.0,45.196969696969695,46.57528932553802,0.46685843119014103,-45.07575757575758,-0.459672435105068,-10.30021621518194,0.4635333299751191,0.7519528727439717,-20.75210594543918,58.232300266390666,2.880250016460195,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.48,24,2741,676,3731,0.8021656423763536,0.4235166872682324,0.554353321872788,66,6472.0,3417.0,46.378787878787875,47.733318520397226,0.47876893534164944,-46.28787878787879,-0.47203337453646477,-10.86913002090399,0.45971329215970036,0.7373392138760402,-20.53120291220806,58.10165011859499,2.706450002733618,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.49,24,2682,646,3790,0.8058894230769231,0.41440049443757726,0.5473469387755102,66,6472.0,3328.0,47.63636363636363,49.04728701606607,0.49129237707115114,-47.63636363636363,-0.4857849196538937,-11.531573635141664,0.4512854803480624,0.7215846850768476,-20.33478911844483,57.910348458448425,2.508950012270361,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.5,24,2636,612,3836,0.8115763546798029,0.4072929542645241,0.5423868312757202,66,6472.0,3248.0,48.84848484848485,50.201110696393116,0.5036723021364157,-48.84848484848485,-0.49814585908529047,-12.128112278821915,0.4534021646897497,0.7153374057048282,-20.93429832911589,57.890999073628336,2.6268500078003854,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.51,24,2585,579,3887,0.8170037926675094,0.39941285537700866,0.5365296803652968,66,6472.0,3164.0,50.121212121212125,51.443408153273076,0.5168735171791956,-50.121212121212125,-0.5111248454882571,-12.78589913466092,0.45183833160061004,0.7133713782761146,-22.014235760651747,57.85514909168705,2.445399994030595,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.52,24,2533,558,3939,0.8194758977677127,0.39137824474660077,0.5297500784272717,66,6472.0,3091.0,51.22727272727273,52.543055937704345,0.528345256966303,-51.22727272727273,-0.5224042027194067,-13.381569569148198,0.4449842749828732,0.708669176421065,-22.659195602986884,57.81645027222112,2.4586500076111406,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.53,24,2491,532,3981,0.8240158782666226,0.3848887515451174,0.5246972090573987,66,6472.0,3023.0,52.25757575757576,53.54536451090851,0.5389215397295519,-52.25757575757576,-0.5329110012360939,-13.935487034264366,0.44281837927473877,0.7027591353306134,-23.109956422117143,57.551700622309,2.379699988523498,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.54,24,2444,507,4028,0.8281938325991189,0.37762669962917184,0.5187307651491032,66,6472.0,2951.0,53.34848484848485,54.59978354935451,0.5500073030723043,-53.34848484848485,-0.544035846724351,-14.529499978474153,0.438840976484009,0.6888964893734068,-22.841486048858926,57.66385015565902,2.3424999963026494,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.55,24,2399,474,4073,0.8350156630699617,0.3706736711990111,0.5134296415195292,66,6472.0,2873.0,54.53030303030303,55.71124145307142,0.5621209740729401,-54.53030303030303,-0.556087762669963,-15.168186232067772,0.445158831140676,0.6794825186198584,-23.100164553147362,57.69750011153519,2.2865000064484775,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.56,24,2334,442,4138,0.840778097982709,0.36063040791100126,0.5047577854671281,66,6472.0,2776.0,56.0,57.12055300640546,0.5771123278880198,-56.0,-0.5710754017305315,-15.996536730271561,0.4463896905695275,0.6646344671874329,-23.113852600561632,57.19845063914545,2.077850018395111,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.57,24,2283,422,4189,0.843992606284658,0.3527503090234858,0.49754821837201696,66,6472.0,2705.0,57.07575757575758,58.17228851880551,0.5879976199427869,-57.07575757575758,-0.5820457354758962,-16.628198382212954,0.4413532543886144,0.6510827501423099,-22.860720589712603,57.30085095646791,2.0422499801497906,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.58,24,2225,392,4247,0.850210164310279,0.3437886279357231,0.4896028165914843,66,6472.0,2617.0,58.40909090909091,59.47637677212184,0.6015863718331834,-58.40909090909091,-0.5956427688504327,-17.42742440839795,0.4372581003071381,0.6385594902679252,-22.966015469909294,57.3877503243275,2.0344500080682337,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.59,24,2176,362,4296,0.8573680063041765,0.3362175525339926,0.48301886792452836,66,6472.0,2538.0,59.60606060606061,60.64052050628134,0.6137526984640546,-59.60606060606061,-0.607849196538937,-18.1558519213015,0.43498989585582093,0.6249671132881454,-22.830108442437535,57.084650309057906,1.8633499857969582,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.6,24,2116,336,4356,0.8629690048939641,0.326946847960445,0.47422680412371127,66,6472.0,2452.0,60.90909090909091,61.92028110499186,0.6272793980516409,-60.90909090909091,-0.6211372064276885,-18.97291569999665,0.4347679794451792,0.6233263653366884,-23.972246006955288,57.0976492355112,1.964549970580265,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.61,24,2042,320,4430,0.8645215918712955,0.31551297898640296,0.46230473171836084,66,6472.0,2362.0,62.27272727272727,63.22518677255325,0.641121686354191,-62.27272727272727,-0.6350432632880099,-19.823602852892357,0.44057329116502664,0.6074976919507683,-23.78371306523293,56.95914996787906,1.8251999863423407,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.62,24,1990,296,4482,0.8705161854768154,0.30747836835599507,0.4544416533455127,66,6472.0,2286.0,63.42424242424242,64.32940795058452,0.6528802447713191,-63.42424242424242,-0.6467861557478368,-20.55731854906219,0.4482616280138678,0.5989423633467434,-24.096287508789764,56.94655104004778,1.6746999754104763,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.63,24,1923,268,4549,0.8776814240073026,0.2971260815822003,0.44395705875562747,66,6472.0,2191.0,64.86363636363636,65.74526138011312,0.6674188425438496,-64.86363636363636,-0.6614647713226205,-21.516689707296305,0.441215286497735,0.5757972934834087,-23.26606187007002,56.935351096093655,1.584300014656037,6,1
C_tile640,ios-nmm@0.3-keep,ios,nmm,0.3,False,0.64,24,1854,256,4618,0.8786729857819905,0.2864647713226205,0.4320671172220927,66,6472.0,2110.0,66.0909090909091,66.95656665467412,0.6797571207092422,-66.0909090909091,-0.6739802224969098,-22.354038009863622,0.4347059684805701,0.557478797039957,-22.69701173397883,56.94675088697113,1.7115999944508076,6,1
